Title,Company,Job Type,Location,Link
Sales,Connect Logistics S.A.E  -,Full TimeOn-site,"Mansheya, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/--80560
Videographer & Video Editor (Hybrid),Arabic Trader   -,Full TimeHybrid,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/arabic-trader-Egypt-7443
Customer Service,E&Power -,Full TimeOn-site,"North Coast, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/E-amp-Power-Egypt-57680
Electrical Project Manager,Spinneys Egypt -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Spinneys-Egypt-Egypt-721
Female Call Center Agent,Confidential -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/8yHwYiw9tLLl-Female-Call-Center-Agent-Cairo-Egypt
Airline Sales Manager,NSAS AVIA -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/NSAS AVIA-Egypt-125505
Senior Python Developer,Softxpert Incorporation  -,Full TimeHybrid,"Bolkly, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Softxpert-Incorporation-Egypt-3527
IT Sales Executive,Trust Information Technology -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Trust Information Technology-Egypt-125504
Client experience agent (Pharmacist ),GROOVY Medical Spa -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/GROOVY-Medical-Spa-Egypt-17863
Senior Treasury officer,Al Ahly capital holding - Al Ahly Tamkeen -,Full TimeOn-site,"Zamalek, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Al-Ahly-capital-holding---Al-Ahly-Tamkeen-Egypt-63503
Store Manager – Fashion Brand,latoya club -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/latoya-club-Egypt-75767
Production Engineer,ELDAHAN -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/ELDAHAN-Egypt-42849
Telesales Executive,A I A COMMERCIAL BROKERS EST -,Full TimeOn-site,"Dubai, United Arab Emirates",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/A I A COMMERCIAL BROKERS EST-United Arab Emirates-125488
Architecture Engineer,Eamar Al Delta  -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Eamar-Al-Delta-Egypt-16772
Social Media Specialist,Confidential -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/8K8m4o4mtAFO-Social-Media-Specialist-Cairo-Egypt
Human Resources Generalist,iproperties -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/iproperties-Egypt-17438
Receptionist,Maalem-Group -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Maalem-Group-Egypt-20404
Sector Head Office Manager,Confidential -,Full TimeOn-site,"Tanta, Gharbia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/EDak2Ar9LfQb-Sector-Head-Office-Manager-Gharbia-Egypt
IT Help Desk Technician,Go Bus -,Full TimeOn-site,"Downtown, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-32553
CTP Manager,Selah ElTelmeez For Publishing & printing -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Selah-ElTelmeez-For-Publishing---printing-Egypt-31447
"Senior Business Development Manager (Fintech, E Commerce or Education Background)",ECC Group -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egyptian-Cultural-Center-Egypt-17801
Sales Advisor,Drobina Stores -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Drobina-Stores-Egypt-55684
Senior Internal Communication Officer,GlobeMed Egypt -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/GlobeMed-Egypt-Egypt-3854
Senior Contracts Record Officer,GlobeMed Egypt -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/GlobeMed-Egypt-Egypt-3854
Sales Representative,Drobina Stores -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Drobina-Stores-Egypt-55684
Graphic Designer,Procrew -,Full TimeHybrid,"San Stefano, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Procrew-Egypt-48518
Sales Representative,Confidential -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/sOR1HIeQGCqE-Sales-Representative-Cairo-Egypt
Senior logistics,Jade Textile Egypt -,Full TimeOn-site,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/JADE-TEXTILE-EGYPT-Egypt-17832
Senior Merchant Acquisition,waffarha.com -,Full TimeOn-site,"Riyadh, Saudi Arabia",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/waffarha-com-Egypt-3723
Treasury Accountant,Kandil Industries -,Full TimePart TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Mekano-Egypt-109872
Copy Editor,waffarha.com -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/waffarha-com-Egypt-3723
HR Coordinator,Nile Projects & Trading -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Nile-Projects-Trading-Egypt-15438
Sales and Marketing Executive,ISTQSERVERS  -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/الاستقرار للبرمجة-Egypt-118221
Quality Engineer,Samcrete Engineers & contractors -,Full TimeOn-site,"Port Said, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Samcrete-Egypt-74991
Social Media & Marketing Specialist,aero view -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/aero view-Egypt-125501
Operation Manager (Casual Dining Restaurants),Confidential -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/GfOKSGywnRtp-Operation-Manager-Casual-Dining-Restaurants-Cairo-Egypt
Document Controller,Transmar International  -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Transmar-International--Egypt-20249
Corporate Receptionist,Synergy Markets -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-81741
Executive Admin,Synergy Markets -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-81741
Recruiter Specialist,Nasr City For Trading and Contracting (NCTC) -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Nasr-City-For-Trading-and-Contracting--NCTC--Egypt-115291
Body Shop Painting Engineer,Samcrete Engineers & contractors -,Full TimeOn-site,"Port Said, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Samcrete-Egypt-74991
Business Development Executive,Mediaworx  -,Full TimeHybrid,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Mediaworx-Egypt-10911
General Manager,Confidential -,Full TimeOn-site,"Zamalek, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/9ccpc85N3dED-General-Manager-Cairo-Egypt
Fleet Supervisor,Orascom Investment Holding  -,Full TimeOn-site,"Haram, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-97024
Junior E-Commerce Specialist & Client Coordinator,Mediaworx  -,Full TimeHybrid,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Mediaworx-Egypt-10911
Receptionist,Chubb life Insurance -,Full TimeOn-site,"Katameya, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/---17903
Receptionist & PR,special group  -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/special group-Egypt-92519
Electrical Maintenance Engineer,Egyptian Starch and Glucose  Manufacturing Company -,Full TimeOn-site,"Musturad, Qalubia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egyptian-Starch-and-Glucose--Manufacturing-Company-Egypt-59114
Supply Planning Specialist,Nile Projects & Trading -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Nile-Projects-Trading-Egypt-15438
Real Time Analyst,Nile Projects & Trading -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Nile-Projects-Trading-Egypt-15438
E Commerce Specialist,Nile Projects & Trading -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Nile-Projects-Trading-Egypt-15438
Videographer,graffiti interior design  -,Part TimeHybrid,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-124740
Art Director,City Master Group Developments -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/City-Master-Group-Developments-Egypt-96862
Architecture Technical Office Engineer,Confidential -,Full TimeOn-site,"Hurghada, Red Sea, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/KxaC9gdsse9x-Architecture-Technical-Office-Engineer-Red-Sea-Egypt
Digital Marketing Expert,graffiti interior design  -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-124740
IT Executive,VFS Global Egypt -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-7863
Financial Auditor,Confidential -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/TE3c5jB4che3-Financial-Auditor-Cairo-Egypt
Sales Supervisor,Enable -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Enable-Egypt-72791
Real Estate Property Advisor (fresh grad/ no experience),The Address Investments for Real Estate Consultancy -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/The-Address-for-Realstate-Consultancy-Egypt-28523
Content Creator Social Media,Nano Shield -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/NanoShield-4855
Electrical Maintenance Section Head,INDEVCO -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Indevco-Lebanon-21008
Talent Management Executive,Arma-HSA -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Arma-Egypt-73932
Installation Engineer,Melco-Mec Egypt for Elevators & Escalators - Mitsubishi -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Melco-Mec-Egypt-for-Elevators---Escalators---Mitsubishi-Egypt-4423
Planning Engineer - Alexandria,Lecico Egypt -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Lecico-Egypt-Egypt-14389
Tour Operator and Operations Specialist (Inbound),International Organization for E-Tourism Industry IOETI -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/International-Organization-for-E-Tourism-Industry-IOETI-Egypt-79385
Facility Engineer,Leeds -,Full TimeOn-site,"Smart Village, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Leeds-Egypt-15550
OD Executive,Arma-HSA -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Arma-Egypt-73932
Market Research Analyst,Transmar International  -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Transmar-International--Egypt-20249
Sales Specialist,Lecico Egypt -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Lecico-Egypt-Egypt-14389
Sales Representative for sliding Doors and furniture Accessories (External),Creative Closets -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Creative-Closets-Egypt-43217
Senior Planning Specialist,Al Watania Poultry  -,Full TimeOn-site,"Smart Village, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Al-watania-poltry-Egypt-25246
General Manager,Lavita Developments  -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Lavita-Real-Estate-Egypt-77503
Sales Section Head - Upper Egypt (Construction Building Materials experience),Confidential -,Full TimeHybrid,"Assuit, Assiut, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/zi36p1IKlrsx-Sales-Section-Head---Upper-Egypt-Construction-Building-Materials-experience-Assiut-Egypt
Admin Assistant – Receptionist,Lavita Developments  -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Lavita-Real-Estate-Egypt-77503
Treasury accountant,Lavita Developments  -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Lavita-Real-Estate-Egypt-77503
Lawyers Appeal & Cassation,Lavita Developments  -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Lavita-Real-Estate-Egypt-77503
Graphic Designer,Confidential -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/3dGdLCQoUdG0-Graphic-Designer-Cairo-Egypt
F&B Sr. Purchasing Specialist,Abela Egypt -,Full TimeOn-site,"Agouza, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Abela-Egypt-Egypt-85694
Marketing Engineer,Elsewedy industries -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Elsewedy-industries-Egypt-49892
Sales Engineer,Eta -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Eta-Egypt-103446
Sales Engineer,Elsewedy industries -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Elsewedy-industries-Egypt-49892
Business Development Intern,Asesora International -,InternshipOn-site,"Dubai, United Arab Emirates",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Asesora International-United Arab Emirates-125489
Pre-Sales Engineer,Elsewedy industries -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Elsewedy-industries-Egypt-49892
Business Development Manager,Asesora International -,Full TimeOn-site,"Dubai, United Arab Emirates",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Asesora International-United Arab Emirates-125489
Customer Service Administrator,Crown Business Solutions -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Crown Business Solutions-Egypt-125470
Technical Sales Engineer (outdoor,Instrom company -,Full TimeOn-site,"New Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Instrom company-Egypt-125496
Medical Representative,Paxton LLC -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Paxton-15451
Service & Operations Engineer,Elsewedy industries -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Elsewedy-industries-Egypt-49892
Planning Manager - Line1,COLAS RAIL Egypt -,Full TimeOn-site,"Abdeen, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/COLAS-RAIL-Egypt-Egypt-31734
Production engineer,First Plast -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/First-Plast-Egypt-70605
Electrical / Mechanical Site Engineer,CUD   -,Full TimeOn-site,"New Capital, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CUD-Egypt-122749
FM Converge Techno Functional Support,Jobworld -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Jobworld-United Arab Emirates-125494
Import Sea Freight Sales Representative,Fastn Accurate For shipping and logistics services   -,Full TimeHybrid,"Jeddah, Saudi Arabia",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Fastn Accurate For shipping and logistics services-Egypt-106089
Production Support,Jobworld -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Jobworld-United Arab Emirates-125494
Administrative Supervisor,Mohamed And Ramy  -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Mohamed And Ramy-Egypt-124398
Backoffice/Customer Service English Account (Chat&Calls),Sutherland -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Sutherland-Global-Services-Egypt-1009
Account Executive,Marbella For Food Industry  -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Misr-Foods-Egypt-5667
Content and Social Media Coordinator,ISFP -,Part TimeRemote,"Smouha, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/ISFP-Egypt-25333
General Accountant (Jordan),Tristar Cargo System -,Full TimeOn-site,"Amman, Jordan",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tristar-Cargo-System-Egypt-13401
Account Manager,Egybell -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egybell-Egypt-16101
Retail GTM Manager (Chinese Speaker),Egybell -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egybell-Egypt-16101
GL Accountant,Civilia Developments -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-123668
IT Presales Engineer,Connectra -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Shabakah-Egypt-118801
Office Manager,ATRIC Developments -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/El-Asreya-for-Real-Estate-Development-Egypt-15435
sales team leader,Connectra -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Shabakah-Egypt-118801
Graphic Designer,Dora Management Solutions -,Full TimeHybrid,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Home-city-Egypt-48529
Senior .Net Developer,National Technology -,Full TimeHybrid,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/National-Technology-Egypt-5626
"Vessels Operations assistant “Maritime Agency""",Confidential -,Full TimeOn-site,"Attarin, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ja1L3LtQpWIM-Vessels-Operations-assistant-“Maritime-Agency-Alexandria-Egypt
Government Affairs Specialist,ATRIC Developments -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/El-Asreya-for-Real-Estate-Development-Egypt-15435
Sr. Sales Engineer (Lighting),Elsewedy industries -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Elsewedy-industries-Egypt-49892
Oracle Developer,National Technology -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/National-Technology-Egypt-5626
Digital Presence Manager,Devency   -,Full TimeRemote,"Nozha, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Devency-Canada-120241
Graphic Designer,RapidGoat -,Full TimeRemote,"15th May City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/RapidGoat-Morocco-125255
Sales Representative - Spare Spare,GB Corp -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Ghabbour-Auto-Egypt-362
School Doctor,europa schule neu kairo -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/europa schule neu kairo-Egypt-124384
Teacher Aide,europa schule neu kairo -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/europa schule neu kairo-Egypt-124384
Sales Technical Engineering Construction,Minta For Trading & Agencies -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-92982
Material Procurement Section Head,Marmonil Marble & Granite -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Marmonil-Marble---Granite-Egypt-8616
General Accountant,Tristar Cargo System -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tristar-Cargo-System-Egypt-13401
Freight Import Specialist,Tristar Cargo System -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tristar-Cargo-System-Egypt-13401
Ocean Export Specialist,Tristar Cargo System -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tristar-Cargo-System-Egypt-13401
Admin Assistant,Dorra Group -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Dorra-Group-Egypt-20151
AR Accountant,Confidential -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/mWJD6N3IO5pv-AR-Accountant-Cairo-Egypt
Assistant Brand Manager,Vision Cosmetics -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Vision-Egypt-64799
Branches Sales Manager,Decorative Glass And Arab Union Glass Group -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Arab-Union-Glass-Factory-Egypt-59231
